rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,subfamily
wfo-1200027195,3306628,Fabaceae,Martiodendron,mediterraneum,concinnum,Martiodendron mediterraneum var. concinnum,Barneby ex M.J.Falcão & Mansano,Variety,Accepted,3306628,2368519,,Phytotaxa 578: 42 (2023),,Brazil (N. Minas Gerais),ipni:77311812-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77311812-1,wfo-0000169428,,70163,,,,,Dialioideae
wfo-0000193204,2336270,Fabaceae,Koompassia,beccariana,,Koompassia beccariana,Taub.,Species,Synonym,2336264,,,Ber. Deutsch. Bot. Ges. 10: 641 (1892),,,ipni:501261-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501261-1,,wfo-0000193202,70227,,,,,Dialioideae
wfo-0000188282,2350793,Fabaceae,Labichea,teretifolia,,Labichea teretifolia,C.A.Gardner,Species,Accepted,2350793,2350870,,J. Roy. Soc. Western Australia 27: 175 (1942),,W. Western Australia,ipni:501396-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501396-1,wfo-4000020324,,70605,,,,,Dialioideae
wfo-0000469609,2415379,Fabaceae,Petalogyne,labicheoides,,Petalogyne labicheoides,(R.Br.) F.Muell.,Species,Synonym,2538865,,2538865,Hooker's J. Bot. Kew Gard. Misc. 8: 325 (1856),,,ipni:513101-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513101-1,,wfo-0000188548,71620,,,,,Dialioideae
wfo-0000183271,2881944,Fabaceae,Martiusia,elata,occidentalis,Martiusia elata var. occidentalis,Ducke,Variety,Synonym,2881942,,,Arq. Inst. Biol. Veg. 2: 40 (1935),,,ipni:153736-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153736-2,,wfo-0001056933,71954,,,,,Dialioideae
wfo-0001056933,2881942,Fabaceae,Martiodendron,elatum,occidentale,Martiodendron elatum var. occidentale,(Ducke) R.C.Koeppen,Variety,Accepted,2881942,2368524,2881944,Brittonia 14: 207 (1962),,E. Peru to W. Brazil and N. Bolivia,ipni:1057902-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1057902-2,wfo-0000169426,,72731,,,,,Dialioideae
wfo-0001365543,2350880,Fabaceae,Labichea,lanceolata,brevifolia,Labichea lanceolata subsp. brevifolia,(Meisn.) J.H.Ross,Subspecies,Accepted,2350880,2350879,2357010,Muelleria 6: 39 (1985),,Western Australia,ipni:924294-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:924294-1,wfo-0000187740,,72833,,,,,Dialioideae
wfo-0000172265,2368521,Fabaceae,Martiodendron,parvifolium,,Martiodendron parvifolium,(Benth.) Gleason,Species,Synonym,2368519,,2368696,Phytologia 1: 141 (1935),,,ipni:153731-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153731-2,,wfo-0000169428,72867,,,,,Dialioideae
wfo-0000169427,2368516,Fabaceae,Martiodendron,excelsum,,Martiodendron excelsum,(Benth.) Gleason,Species,Accepted,2368516,2368514,2368691,Phytologia 1: 141 (1935),,Venezuela (Amazonas) to Guyana and Brazil (Roraima),ipni:153727-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153727-2,wfo-4000023240,,73119,,,,,Dialioideae
wfo-4000023715,2368027,Fabaceae,Mendoravia,,,Mendoravia,Capuron,Genus,Accepted,2368027,,,"Adansonia, n.s., 8: 208 (1968)",,Madagascar,ipni:22926-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22926-1,wfo-4100002417,,73152,,,,,Dialioideae
wfo-0001443886,3228442,Fabaceae,Labichea,mulliganensis,,Labichea mulliganensis,A.R.Bean,Species,Accepted,3228442,2350870,,Austrobaileya 10: 196 (2017),,Queensland,ipni:77175854-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77175854-1,wfo-4000020324,,73330,,,,,Dialioideae
wfo-0001388066,2357042,Fabaceae,Labichea,punctata,lanceolata,Labichea punctata var. lanceolata,Meisn.,Variety,Synonym,2350786,,,"J.G.C.Lehmann, Pl. Preiss. 1: 24 (1844)",,,ipni:90155-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90155-3,,wfo-0000187826,73905,,,,,Dialioideae
wfo-0000187838,2350790,Fabaceae,Labichea,saxicola,,Labichea saxicola,J.H.Ross,Species,Accepted,2350790,2350870,,Muelleria 6: 32 (1985),,Northern Territory,ipni:906468-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:906468-1,wfo-4000020324,,74330,,,,,Dialioideae
wfo-0000502380,2597123,Fabaceae,Storckiella,laurina,,Storckiella laurina,Gand.,Species,Synonym,3239515,,,Bull. Soc. Bot. France 60: 461 (1913),,,ipni:519565-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:519565-1,,wfo-0001448840,74673,,,,,Dialioideae
wfo-0001388059,2357010,Fabaceae,Labichea,diversifolia,brevifolia,Labichea diversifolia var. brevifolia,Meisn.,Variety,Synonym,2350880,,,"J.G.C.Lehmann, Pl. Preiss. 1: 23 (1844)",,,ipni:90007-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90007-3,,wfo-0001365543,74733,,,,,Dialioideae
wfo-0000193201,2609432,Fabaceae,Abauria,excelsa,,Abauria excelsa,Becc.,Species,Synonym,2336287,,,Malesia 1: 169 (1877),,,ipni:469581-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469581-1,,wfo-0000193200,75003,,,,,Dialioideae
wfo-4000028915,2538854,Fabaceae,Petalostylis,,,Petalostylis,R.Br.,Genus,Accepted,2538854,,,"C.Sturt, Narr. Exped. C. Australia 2(App.): 79 (1849)",,Australia,ipni:23198-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23198-1,wfo-4100002417,,75209,,,,,Dialioideae
wfo-4000036790,2478158,Fabaceae,Storckiella,,,Storckiella,Seem.,Genus,Accepted,2478158,,,Bonplandia (Hannover) 9: 363 (1861),,NE. Australia to SW. Pacific,ipni:23621-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23621-1,wfo-4100002417,,76156,,,,,Dialioideae
wfo-0000192575,2470202,Fabaceae,Zenia,insignis,,Zenia insignis,Chun,Species,Accepted,2470202,2470192,,Sunyatsenia 6: 196 (1946),,S. China to N. Vietnam,ipni:525924-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:525924-1,wfo-4000041184,,76463,,,,,Dialioideae
wfo-0000172260,2368606,Fabaceae,Martiusia,elata,,Martiusia elata,Ducke,Species,Synonym,2368524,,,Arch. Jard. Bot. Rio de Janeiro 3: 116 (1922),,,ipni:153735-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153735-2,,wfo-0000169426,76471,,,,,Dialioideae
wfo-0000733889,2869285,Fabaceae,Ramirezia,cubensis,,Ramirezia cubensis,A.Rich.,Species,Synonym,2539568,,,"R.de la Sagra, Hist. Phys. Cuba, Pl. Vasc.: t. 39 (1846)",,,ipni:517059-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517059-1,,wfo-0000174236,77600,,,,,Dialioideae
wfo-4000032507,2869284,Fabaceae,Ramirezia,,,Ramirezia,A.Rich.,Genus,Synonym,2535922,,,"R.de la Sagra, Hist. Phys. Cuba, Pl. Vasc.: t. 39 (1846)",,,ipni:23416-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23416-1,,wfo-4000030549,77620,,,,,Dialioideae
wfo-0000172266,2368696,Fabaceae,Martiusia,parvifolia,,Martiusia parvifolia,Benth.,Species,Synonym,2368519,,,J. Bot. (Hooker) 2: 103 (1840),,,ipni:505987-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505987-1,,wfo-0000169428,78251,,,,,Dialioideae
wfo-4000039708,2446612,Fabaceae,Uittienia,,,Uittienia,Steenis,Genus,Accepted,2446612,,,"Bull. Jard. Bot. Buitenzorg, sér. 3, 17: 416 (1948)",,W. Malesia,ipni:23744-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23744-1,wfo-4100002417,,80449,,,,,Dialioideae
wfo-0000187832,2350874,Fabaceae,Labichea,cassioides,,Labichea cassioides,Gaudich. ex DC.,Species,Accepted,2350874,2350870,,Prodr. 2: 507 (1825),,NW. & W. Western Australia,ipni:501387-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501387-1,wfo-4000020324,,81341,,,,,Dialioideae
wfo-0000187626,3012950,Fabaceae,Labichea,teretifolia,teretifolia,Labichea teretifolia subsp. teretifolia,,Subspecies,Accepted,3012950,2350793,,Unknown,,W. Western Australia,ipni:90281-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90281-3,wfo-0000188282,,81933,,,,,Dialioideae
wfo-1200096321,3310436,Fabaceae,Martiodendron,mediterraneum,mediterraneum,Martiodendron mediterraneum var. mediterraneum,,Variety,Accepted,3310436,2368519,,Unknown,,N. & NE. Brazil,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3310436-4,wfo-0000169428,,82744,,,,,Dialioideae
wfo-0000183273,2368518,Fabaceae,Martiodendron,macrocarpon,,Martiodendron macrocarpon,Gleason,Species,Synonym,2881942,,,Phytologia 1: 142 (1935),,,ipni:153728-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153728-2,,wfo-0001056933,83013,,,,,Dialioideae
wfo-4000000018,2609431,Fabaceae,Abauria,,,Abauria,Becc.,Genus,Synonym,2336292,,,Malesia 1: 169 (1877),,,ipni:21547-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:21547-1,,wfo-4000020165,83421,,,,,Dialioideae
wfo-0000193084,2368037,Fabaceae,Mendoravia,dumaziana,,Mendoravia dumaziana,Capuron,Species,Accepted,2368037,2368027,,"Adansonia, n.s., 8: 208 (1968)",,SE. Madagascar,ipni:507152-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507152-1,wfo-4000023715,,83889,,,,,Dialioideae
wfo-0000188650,2478157,Fabaceae,Storckiella,australiensis,,Storckiella australiensis,J.H.Ross & B.Hyland,Species,Accepted,2478157,2478158,,Muelleria 5: 215 (1983),,NE. Queensland,ipni:903157-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:903157-1,wfo-4000036790,,85322,,,,,Dialioideae
wfo-4000020165,2336292,Fabaceae,Koompassia,,,Koompassia,Maingay ex Benth.,Genus,Accepted,2336292,,,Hooker's Icon. Pl. 12: t. 1164 (1873),,Thailand to New Guinea,ipni:22706-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22706-1,wfo-4100002417,,85374,,,,,Dialioideae
wfo-0000172262,2368510,Fabaceae,Martia,excelsa,,Martia excelsa,Benth.,Species,Synonym,2368516,,,J. Bot. (Hooker) 2: 146 (1840),,,ipni:505971-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505971-1,,wfo-0000169427,85995,,,,,Dialioideae
wfo-0000188312,2350791,Fabaceae,Labichea,stellata,,Labichea stellata,J.H.Ross,Species,Accepted,2350791,2350870,,Muelleria 6: 45 (1985),,SW. Western Australia,ipni:906469-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:906469-1,wfo-4000020324,,86126,,,,,Dialioideae
wfo-0001388064,2357045,Fabaceae,Labichea,nitida,pinnata,Labichea nitida var. pinnata,F.Muell.,Variety,Synonym,2350872,,,Fragm. 10: 7 (1876),,,ipni:90106-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90106-3,,wfo-0000187738,86273,,,,,Dialioideae
wfo-0000502379,2597122,Fabaceae,Storckiella,neocaledonica,,Storckiella neocaledonica,"I.C.Nielsen, Labat & Munzinger",Species,Accepted,2597122,2478158,,"Adansonia, sér. 3, 27: 219 (2005)",,New Caledonia,ipni:77071314-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77071314-1,wfo-4000036790,,86582,,,,,Dialioideae
wfo-0000187740,2350879,Fabaceae,Labichea,lanceolata,,Labichea lanceolata,Benth.,Species,Accepted,2350879,2350870,,"S.L.Endlicher & al., Enum. Pl. Hügel: 41 (1837)",,Western Australia,ipni:501391-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501391-1,wfo-4000020324,,86986,,,,,Dialioideae
wfo-4000030549,2535922,Fabaceae,Poeppigia,,,Poeppigia,C.Presl,Genus,Accepted,2535922,,,Symb. Bot. (Pragae) 1: 15 (1831),,Mexico to Trop. America,ipni:30241950-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30241950-2,wfo-4100002417,,87548,,,,,Dialioideae
wfo-0000188308,2350876,Fabaceae,Labichea,digitata,,Labichea digitata,Benth.,Species,Accepted,2350876,2350870,,"T.L.Mitchell, J. Exped. Trop. Australia: 273 (1848)",,E. Queensland,ipni:501388-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501388-1,wfo-4000020324,,87849,,,,,Dialioideae
wfo-0000469605,2538876,Fabaceae,Petalostylis,millefolium,,Petalostylis millefolium,E.Pritz.,Species,Synonym,2933441,,,Bot. Jahrb. Syst. 35: 275 (1904),,,ipni:513172-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513172-1,,wfo-1200001735,88362,,,,,Dialioideae
wfo-0000502378,2597121,Fabaceae,Storckiella,pancheri,,Storckiella pancheri,Baill.,Species,Accepted,2597121,2478158,,Adansonia 9: 205 (1869),,New Caledonia,ipni:519566-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:519566-1,wfo-4000036790,,88628,,,,,Dialioideae
wfo-0001057437,2350792,Fabaceae,Labichea,tephrosiifolia,,Labichea tephrosiifolia,Meisn.,Species,Synonym,2350874,,,Bot. Zeitung (Berlin) 13: 12 (1855),,,ipni:501395-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501395-1,,wfo-0000187832,89141,,,,,Dialioideae
wfo-0000498917,2591848,Fabaceae,Sciaplea,sciap-sciaple,,Sciaplea sciap-sciaple,(Chiov.) Rauschert,Species,Synonym,2763508,,,Taxon 31: 562 (1982),,,ipni:911288-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:911288-1,,wfo-0000166745,89547,,,,,Dialioideae
wfo-0000205635,2763521,Fabaceae,Dialium,procerum,,Dialium procerum,Steyaert,Species,Provisionally Accepted,,2763452,,Reinwardtia 2: 355 (1953),", nom. superfl.",W. Malesia,ipni:492352-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492352-1,wfo-4000011286,,89707,,,,,Dialioideae
wfo-4100002417,89129,,,,,Dialioideae,,subfamily,Accepted,,,,Taxon 66(1): 69 (2017),,,,,wfo-7000000323,,89754,,,,,Dialioideae
