rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,Subgenus,subfamily
wfo-0000199464,2671642,Fabaceae,Bauhinia,gracilipes,,Bauhinia gracilipes,Merr.,Species,Synonym,2997861.0,,,Pap. Michigan Acad. Sci. 19: 157 (1933 publ. 1934),,,ipni:481346-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481346-1,,wfo-0001384471,85044,,,,,,Cercidoideae
wfo-0000166217,2671680,Fabaceae,Bauhinia,heterophylla,,Bauhinia heterophylla,Kunth,Species,Synonym,2490398.0,,,Mimoses: 46 (1820),,,ipni:481373-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481373-1,,wfo-0000166207,85066,,,,,,Cercidoideae
wfo-0001039814,2902531,Fabaceae,Phanera,anamesa,,Phanera anamesa,(J.F.Macbr.) Vaz,Species,Synonym,2905135.0,,2671308.0,Rodriguésia 61: S34 (2010),,,ipni:60456509-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456509-2,,wfo-0001039678,85081,,,,,,Cercidoideae
wfo-0001049552,2671798,Fabaceae,Bauhinia,longiseta,,Bauhinia longiseta,Fróes,Species,Synonym,2905139.0,,,Bol. Técn. Inst. Agron. N. 19: 95 (1950),,,ipni:481461-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481461-1,,wfo-0001039688,85161,,,,,,Cercidoideae
wfo-0000205755,2671585,Fabaceae,Bauhinia,finlaysoniana,montana,Bauhinia finlaysoniana var. montana,(de Wit) K.Larsen & S.S.Larsen,Variety,Synonym,2937671.0,,2937671.0,Nordic J. Bot. 13: 663 (1993),,,ipni:997054-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997054-1,,wfo-0000205756,85208,,,,,,Cercidoideae
wfo-0000365556,2352182,Fabaceae,Lasiobema,pullum,,Lasiobema pullum,(Craib) A.Schmitz,Species,Synonym,3245807.0,,2671986.0,Bull. Soc. Roy. Bot. Belgique 110: 13 (1977),,,ipni:501536-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501536-1,,wfo-0001444067,85268,,,,,,Cercidoideae
wfo-0000199536,2671825,Fabaceae,Bauhinia,malabarica,,Bauhinia malabarica,Roxb.,Species,Synonym,2415664.0,,,"Fl. Ind., ed. 1832. 2: 321 (1832)",,,ipni:481478-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481478-1,,wfo-0000170380,85335,,,,,,Cercidoideae
wfo-0000163961,2672009,Fabaceae,Bauhinia,reflexa,,Bauhinia reflexa,Schery,Species,Synonym,2905134.0,,,Ann. Missouri Bot. Gard. 38: 17 (1951),,,ipni:30156-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30156-2,,wfo-0001039693,85352,,,,,,Cercidoideae
wfo-0000205828,2537943,Fabaceae,Phanera,merrilliana,,Phanera merrilliana,(G.Perkins) de Wit,Species,Accepted,2537943.0,2537884.0,2671847.0,Reinwardtia 3: 461 (1956),,Borneo to Philippines (Palawan),ipni:513554-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513554-1,wfo-4000029108,,85403,,,,,,Cercidoideae
wfo-0000199497,2537838,Fabaceae,Phanera,ferruginea,,Phanera ferruginea,(Roxb.) Benth.,Species,Accepted,2537838.0,2537884.0,2671577.0,"F.A.W.Miquel, Pl. Jungh.: 262 (1852)",,S. Indo-China to N. Sumatera,ipni:513528-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513528-1,wfo-4000029108,,85436,,,,,,Cercidoideae
wfo-1200000480,2671579,Fabaceae,Bauhinia,ferruginea,excelsa,Bauhinia ferruginea var. excelsa,(Blume ex Miq.) Baker,Variety,Synonym,2537839.0,,2537839.0,"J.D.Hooker, Fl. Brit. India 2: 283 (1878)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671579-4,,wfo-0000205721,85460,,,,,,Cercidoideae
wfo-0000199462,2671551,Fabaceae,Bauhinia,emarginata,,Bauhinia emarginata,Jack,Species,Illegitimate,2537969.0,,,Malayan Misc. 2(7): 75 (1822),", nom. illeg.",,ipni:481282-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481282-1,,wfo-0000205846,85550,,,,,,Cercidoideae
wfo-4100000294,2350985,Fabaceae,Lacara,,,Lacara,Spreng.,Genus,Synonym,2591756.0,,,Neue Entdeck. Pflanzenk. 3: 56 (1822),,,ipni:22729-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22729-1,,wfo-4000034516,85724,,,,,,Cercidoideae
wfo-0000205665,2671291,Fabaceae,Bauhinia,aherniana,,Bauhinia aherniana,G.Perkins,Species,Synonym,2537870.0,,,Fragm. Fl. Philipp. 1: 8 (1904),,,ipni:481086-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481086-1,,wfo-0001057740,85740,,,,,,Cercidoideae
wfo-0001039675,2904286,Fabaceae,Schnella,trichosepala,,Schnella trichosepala,(L.P.Queiroz) Wunderlin,Species,Accepted,2904286.0,2591756.0,2605162.0,Phytoneuron 2010-49: 2 (2010),,"Brazil (Pernambuco, Bahia, Minas Gerais)",ipni:60456156-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456156-2,wfo-4000034516,,85781,,,,,,Cercidoideae
wfo-0000199481,2671423,Fabaceae,Bauhinia,cardinalis,,Bauhinia cardinalis,Pierre ex Gagnep.,Species,Synonym,3245812.0,,,Notul. Syst. (Paris) 2: 170 (1912),,,ipni:481182-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481182-1,,wfo-0001444059,85891,,,,,,Cercidoideae
wfo-1200022397,2671412,Fabaceae,Bauhinia,calycina,,Bauhinia calycina,Ridl.,Species,Illegitimate,2537866.0,,,J. Straits Branch Roy. Asiat. Soc. 61: 3 (1912),", nom. illeg.",,ipni:481173-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481173-1,,wfo-0000205678,85951,,,,,,Cercidoideae
wfo-0000199470,2671391,Fabaceae,Bauhinia,bracteata,,Bauhinia bracteata,(Benth.) Graham ex Baker,Species,Synonym,2537850.0,,2537850.0,"J.D.Hooker, Fl. Brit. India 2: 282 (1878)",,,ipni:60457223-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60457223-2,,wfo-0000199476,85972,,,,,,Cercidoideae
wfo-0000205786,2671744,Fabaceae,Bauhinia,kockiana,,Bauhinia kockiana,Korth.,Species,Synonym,2537821.0,,,"Verh. Nat. Gesch. Ned. Bezitt., Bot.: t. 10 (1840)",,,ipni:481425-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481425-1,,wfo-0000205790,85999,,,,,,Cercidoideae
wfo-0001039822,2905547,Fabaceae,Phanera,grazielae,,Phanera grazielae,(Vaz) Vaz,Species,Synonym,2905143.0,,2671649.0,Rodriguésia 61: S37 (2010),,,ipni:60456517-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456517-2,,wfo-0001039684,86013,,,,,,Cercidoideae
wfo-0000199469,2537810,Fabaceae,Phanera,complicata,,Phanera complicata,Miq.,Species,Synonym,2347417.0,,,Fl. Ned. Ind. 1(1): 70 (1855),,,ipni:513511-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513511-1,,wfo-0000212880,86056,,,,,,Cercidoideae
wfo-0000197078,2672126,Fabaceae,Bauhinia,subumbellata,,Bauhinia subumbellata,Pierre ex Gagnep.,Species,Synonym,2997893.0,,,Notul. Syst. (Paris) 2: 180 (1912),,,ipni:481708-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481708-1,,wfo-0001384506,86070,,,,,,Cercidoideae
wfo-0001384511,2997686,Fabaceae,Phanera,semibifida,perkinsiae,Phanera semibifida var. perkinsiae,"(Merr.) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997686.0,2537960.0,2671928.0,Bangladesh J. Pl. Taxon. 19: 59 (2012),,Philippines (Palawan),ipni:77125213-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125213-1,wfo-0000203507,,86143,,,,,,Cercidoideae
wfo-0000173934,2671957,Fabaceae,Bauhinia,poiteauana,,Bauhinia poiteauana,Vogel,Species,Synonym,2904295.0,,,Linnaea 13: 309 (1839),,,ipni:30093350-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30093350-2,,wfo-0001039674,86183,,,,,,Cercidoideae
wfo-0000205855,2537954,Fabaceae,Phanera,sumatrana,,Phanera sumatrana,Miq.,Species,Synonym,3239686.0,,,Fl. Ned. Ind. 1(1): 1078 (1858),,,ipni:513588-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513588-1,,wfo-0001448183,86297,,,,,,Cercidoideae
wfo-0000203480,2671601,Fabaceae,Bauhinia,foveolata,,Bauhinia foveolata,Dalzell,Species,Synonym,2539803.0,,,"J. Linn. Soc., Bot. 13: 188 (1872)",,,ipni:481316-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481316-1,,wfo-0000203482,86339,,,,,,Cercidoideae
wfo-0000197015,2672053,Fabaceae,Bauhinia,saxatilis,,Bauhinia saxatilis,Craib,Species,Synonym,3245806.0,,,Bull. Misc. Inform. Kew 1913: 353 (1913),,,ipni:481653-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481653-1,,wfo-0001444062,86375,,,,,,Cercidoideae
wfo-0001035196,2352169,Fabaceae,Lasiobema,comosum,,Lasiobema comosum,(Craib) A.Schmitz,Species,Synonym,3245806.0,,2671467.0,Bull. Soc. Roy. Bot. Belgique 110: 14 (1977),,,ipni:501524-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501524-1,,wfo-0001444062,86518,,,,,,Cercidoideae
wfo-0000197014,2671467,Fabaceae,Bauhinia,comosa,,Bauhinia comosa,Craib,Species,Synonym,3245806.0,,,Bull. Misc. Inform. Kew 1913: 352 (1913),,,ipni:481214-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481214-1,,wfo-0001444062,86556,,,,,,Cercidoideae
wfo-0001334714,2997833,Fabaceae,Phanera,franckii,,Phanera franckii,"(K.Larsen & S.S.Larsen) Bandyop., Ghoshal & M.K.Pathak",Species,Accepted,2997833.0,2537884.0,2671602.0,Bangladesh J. Pl. Taxon. 19: 57 (2012),,Pen. Malaysia (Pahang),ipni:77124814-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77124814-1,wfo-4000029108,,86688,,,,,,Cercidoideae
wfo-0000561641,2672010,Fabaceae,Bauhinia,reniformis,,Bauhinia reniformis,Royle ex Baker,Species,Synonym,2415664.0,,,"J.D.Hooker, Fl. Brit. India 2: 277 (1878)",,,ipni:481619-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481619-1,,wfo-0000170380,86958,,,,,,Cercidoideae
wfo-0000163966,2672047,Fabaceae,Bauhinia,rutilans,,Bauhinia rutilans,Spruce ex Benth.,Species,Synonym,2490390.0,,,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 206 (1870)",,,ipni:30165-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30165-2,,wfo-0001050713,87040,,,,,,Cercidoideae
wfo-0000205830,2671907,Fabaceae,Bauhinia,pachyphylla,,Bauhinia pachyphylla,Merr.,Species,Synonym,2537936.0,,,Philipp. J. Sci. 27: 24 (1925),,,ipni:481537-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481537-1,,wfo-0000205832,87222,,,,,,Cercidoideae
wfo-0001340679,2997548,Fabaceae,Phanera,japonica,,Phanera japonica,(Maxim.) H.Ohashi,Species,Accepted,2997548.0,2537884.0,2671725.0,J. Jap. Bot. 89: 198 (2014),,"SC. & S. Japan to Nansei-shoto, China (Guangdong) to Hainan",ipni:77142862-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77142862-1,wfo-4000029108,,87225,,,,,,Cercidoideae
wfo-0001050712,2490401,Fabaceae,Schnella,nigra,,Schnella nigra,Britton & Killip,Species,Synonym,2905134.0,,,Ann. New York Acad. Sci. 35: 162 (1936),,,ipni:229764-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229764-2,,wfo-0001039693,87269,,,,,,Cercidoideae
wfo-0001039681,2905146,Fabaceae,Schnella,confertiflora,,Schnella confertiflora,(Benth.) Wunderlin,Species,Accepted,2905146.0,2591756.0,2671473.0,Phytoneuron 2010-49: 3 (2010),,Guyana to Peru,ipni:77111921-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111921-1,wfo-4000034516,,87349,,,,,,Cercidoideae
wfo-0001390727,2671747,Fabaceae,Bauhinia,kockiana,beccarii,Bauhinia kockiana var. beccarii,K.Larsen & S.S.Larsen,Variety,Synonym,2997875.0,,,Nordic J. Bot. 13: 664 (1993),,,ipni:997057-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997057-1,,wfo-0001384497,87450,,,,,,Cercidoideae
wfo-0000205715,2671547,Fabaceae,Bauhinia,elmeri,,Bauhinia elmeri,Merr.,Species,Synonym,2537831.0,,,Univ. Calif. Publ. Bot. 15: 102 (1929),,,ipni:481278-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481278-1,,wfo-0000205716,87511,,,,,,Cercidoideae
wfo-0000205699,3241703,Fabaceae,Phanera,kockiana,burbidgei,Phanera kockiana var. burbidgei,(Stapf) de Wit,Variety,Synonym,2997857.0,,2671403.0,Reinwardtia 3: 525 (1956),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3241703-4,,wfo-0001334707,87525,,,,,,Cercidoideae
wfo-0000205882,2880491,Fabaceae,Bauhinia,wrayi,sumatrana,Bauhinia wrayi var. sumatrana,Ridl.,Variety,Synonym,3239688.0,,,Bull. Misc. Inform. Kew 1925: 80 (1925),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2880491-4,,wfo-0001448185,87544,,,,,,Cercidoideae
wfo-0000441945,2490400,Fabaceae,Schnella,mutisii,,Schnella mutisii,Britton & Killip,Species,Synonym,2490390.0,,,Ann. New York Acad. Sci. 35: 162 (1936),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2490400-4,,wfo-0001050713,87578,,,,,,Cercidoideae
wfo-0001444064,3015876,Fabaceae,Phanera,larseniana,,Phanera larseniana,"Chantar., Mattapha & Wangwasit",Species,Accepted,3015876.0,2537884.0,,Phytotaxa 303(2): 188 (2017),,Thailand,ipni:77162358-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162358-1,wfo-4000029108,,87627,,,,,,Cercidoideae
wfo-0001385103,2997407,Fabaceae,Phanera,saigonensis,gagnepainiana,Phanera saigonensis var. gagnepainiana,(K.Larsen & S.S.Larsen) Mackinder & R.Clark,Variety,Accepted,2997407.0,2997397.0,2672050.0,Phytotaxa 166: 62 (2014),,Indo-China,ipni:77140568-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140568-1,wfo-0001339824,,87657,,,,,,Cercidoideae
wfo-0000163952,2671854,Fabaceae,Bauhinia,microstachya,,Bauhinia microstachya,(Raddi) J.F.Macbr.,Species,Synonym,2591687.0,,2591687.0,Contr. Gray Herb. 59: 22 (1919),,,ipni:30122-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30122-2,,wfo-0000166245,87707,,,,,,Cercidoideae
wfo-0001328882,2672203,Fabaceae,Bauhinia,welwitschii,,Bauhinia welwitschii,Oliv.,Species,Synonym,2441302.0,,,Fl. Trop. Afr. 2: 287 (1871),,,ipni:481777-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481777-1,,wfo-0000171212,87780,,,,,,Cercidoideae
wfo-0000205728,2671568,Fabaceae,Bauhinia,excelsa,megalantha,Bauhinia excelsa var. megalantha,(Merr.) K.Larsen & S.S.Larsen,Variety,Synonym,3239673.0,,2671840.0,Nordic J. Bot. 2: 332 (1982),,,ipni:920559-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:920559-1,,wfo-0001448169,87787,,,,,,Cercidoideae
wfo-0001054401,2671796,Fabaceae,Bauhinia,longipetala,,Bauhinia longipetala,(Benth.) Walp.,Species,Synonym,2490398.0,,2591683.0,Repert. Bot. Syst. 1: 852 (1843),,,ipni:481459-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481459-1,,wfo-0000166207,87828,,,,,,Cercidoideae
wfo-0001384509,2997892,Fabaceae,Phanera,semibifida,bruneiana,Phanera semibifida var. bruneiana,"(K.Larsen & S.S.Larsen) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997892.0,2537960.0,2672073.0,Bangladesh J. Pl. Taxon. 19: 59 (2012),,N. & NW. Borneo,ipni:77125210-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125210-1,wfo-0000203507,,87855,,,,,,Cercidoideae
wfo-0000205736,2671580,Fabaceae,Bauhinia,ferruginea,griffithiana,Bauhinia ferruginea var. griffithiana,(Benth.) Baker,Variety,Synonym,2997834.0,,2537828.0,"J.D.Hooker, Fl. Brit. India 2: 283 (1878)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671580-4,,wfo-0001384474,87866,,,,,,Cercidoideae
wfo-0000199492,2671503,Fabaceae,Bauhinia,curtisii,,Bauhinia curtisii,Prain,Species,Synonym,3003041.0,,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 66: 195 (1897)",,,ipni:481245-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481245-1,,wfo-0001343680,87886,,,,,,Cercidoideae
wfo-0001039676,2905124,Fabaceae,Schnella,alata,,Schnella alata,(Ducke) Wunderlin,Species,Accepted,2905124.0,2591756.0,2671294.0,Phytoneuron 2010-49: 3 (2010),,Brazil (Amazonas),ipni:77111916-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111916-1,wfo-4000034516,,87890,,,,,,Cercidoideae
wfo-0001055043,2591683,Fabaceae,Schnella,longipetala,,Schnella longipetala,Benth.,Species,Synonym,2490398.0,,,J. Bot. (Hooker) 2: 98 (1840),,,ipni:518012-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518012-1,,wfo-0000166207,87934,,,,,,Cercidoideae
wfo-0001056180,2671361,Fabaceae,Bauhinia,bequaertii,,Bauhinia bequaertii,De Wild.,Species,Synonym,2441302.0,,,Repert. Spec. Nov. Regni Veg. 11: 510 (1913),,,ipni:481136-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481136-1,,wfo-0000171212,87971,,,,,,Cercidoideae
wfo-0000166221,2897290,Fabaceae,Schnella,heterophylla,,Schnella heterophylla,(Kunth) Benth. ex Griseb.,Species,Synonym,2490398.0,,2671680.0,Cat. Pl. Cub.: 81 (1866),,,ipni:60452283-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60452283-2,,wfo-0000166207,87977,,,,,,Cercidoideae
wfo-0000469283,2537816,Fabaceae,Phanera,burkeana,,Phanera burkeana,Benth.,Species,Synonym,2441310.0,,,"F.A.W.Miquel, Pl. Jungh.: 264 (1852)",,,ipni:513505-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513505-1,,wfo-0000171180,88115,,,,,,Cercidoideae
wfo-0000166209,2926519,Fabaceae,Schnella,storkii,,Schnella storkii,Rose,Species,Synonym,2490398.0,,,"N.L.Britton & al. (eds.), N. Amer. Fl. 23: 206 (1930)",,,ipni:518028-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518028-1,,wfo-0000166207,88125,,,,,,Cercidoideae
wfo-0000203501,2671552,Fabaceae,Bauhinia,emarginata,,Bauhinia emarginata,Roxb. ex G.Don,Species,Illegitimate,3275719.0,,,Gen. Hist. 2: 462 (1832),", nom. illeg.",,ipni:481284-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481284-1,,wfo-1000003003,88156,,,,,,Cercidoideae
wfo-0000183261,2671887,Fabaceae,Bauhinia,obovata,,Bauhinia obovata,S.F.Blake,Species,Synonym,3241699.0,,,J. Washington Acad. Sci. 14: 286 (1924),,,ipni:30132-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30132-2,,wfo-0000183257,88216,,,,,,Cercidoideae
wfo-0001049560,2672119,Fabaceae,Bauhinia,suaveolens,loretana,Bauhinia suaveolens var. loretana,J.F.Macbr.,Variety,Synonym,2490398.0,,,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13(3): 217 (1943)",,,ipni:30187-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30187-2,,wfo-0000166207,88230,,,,,,Cercidoideae
wfo-0000205687,2537840,Fabaceae,Phanera,bidentata,,Phanera bidentata,(Jack) Benth.,Species,Accepted,2537840.0,2537884.0,2671365.0,"F.A.W.Miquel, Pl. Jungh.: 263 (1852)",,"Nicobar Is., Pen. Malaysia to Sumatera",ipni:513502-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513502-1,wfo-4000029108,,88316,,,,,,Cercidoideae
wfo-0001039821,2905565,Fabaceae,Phanera,glabra,,Phanera glabra,(Jacq.) Vaz,Species,Synonym,2490398.0,,2671619.0,Rodriguésia 61: S36 (2010),,,ipni:60456516-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456516-2,,wfo-0000166207,88346,,,,,,Cercidoideae
wfo-0000166226,2672097,Fabaceae,Bauhinia,splendens,,Bauhinia splendens,Kunth,Species,Synonym,2591676.0,,,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 6: 319 (1824)",,,ipni:481687-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481687-1,,wfo-0000166225,88390,,,,,,Cercidoideae
wfo-0000170402,2672011,Fabaceae,Bauhinia,reticulata,,Bauhinia reticulata,DC.,Species,Synonym,2539802.0,,,Mém. Légum.: 484 (1827),,,ipni:481620-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481620-1,,wfo-0000170391,88399,,,,,,Cercidoideae
wfo-0000197084,2671899,Fabaceae,Bauhinia,ornata,kerrii,Bauhinia ornata var. kerrii,(Gagnep.) K.Larsen & S.S.Larsen,Variety,Synonym,2997893.0,,2671733.0,"Fl. Camb., Laos & Vietn. 18: 208 (1980)",,,ipni:919416-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:919416-1,,wfo-0001384506,88401,,,,,,Cercidoideae
wfo-0000469294,2537865,Fabaceae,Phanera,bakeriana,,Phanera bakeriana,(S.S.Larsen) A.Schmitz,Species,Synonym,2997893.0,,2671348.0,Bull. Soc. Roy. Bot. Belgique 110: 14 (1977),", nom. superfl.",,ipni:513499-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513499-1,,wfo-0001384506,88504,,,,,,Cercidoideae
wfo-0000203490,2671826,Fabaceae,Bauhinia,malabarica,reniformis,Bauhinia malabarica var. reniformis,Royle ex Baker,Variety,Synonym,2415664.0,,,"J.D.Hooker, Fl. Brit. India 2: 277 (1878)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671826-4,,wfo-0000170380,88514,,,,,,Cercidoideae
wfo-0001060201,2676024,Fabaceae,Binaria,confertiflora,,Binaria confertiflora,(Benth.) A.Schmitz,Species,Synonym,2905146.0,,2671473.0,Bull. Jard. Bot. Natl. Belg. 43: 406 (1973),,,ipni:481892-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481892-1,,wfo-0001039681,88655,,,,,,Cercidoideae
wfo-0000166245,2591687,Fabaceae,Schnella,microstachya,,Schnella microstachya,Raddi,Species,Accepted,2591687.0,2591756.0,,"Mem. Mat. Fis. Soc. Ital. Sci. Modena, Pt. Mem. Fis. 18: 411 (1820)",,S. Mexico to S. Trop. America,ipni:229762-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229762-2,wfo-4000034516,,88675,,,,,,Cercidoideae
wfo-0000166220,2672112,Fabaceae,Bauhinia,storkii,,Bauhinia storkii,(Rose) Standl.,Species,Synonym,2490398.0,,2926519.0,Trop. Woods 34: 40 (1933),,,ipni:30184-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30184-2,,wfo-0000166207,88713,,,,,,Cercidoideae
wfo-0000164291,2671709,Fabaceae,Bauhinia,hymenaeifolia,stuebeliana,Bauhinia hymenaeifolia var. stuebeliana,(Harms) Wunderlin,Variety,Synonym,3003174.0,,2672117.0,Ann. Missouri Bot. Gard. 60: 571 (1973),,,ipni:30087-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30087-2,,wfo-0001385419,88753,,,,,,Cercidoideae
wfo-0000197043,2671440,Fabaceae,Bauhinia,chalcophylla,,Bauhinia chalcophylla,H.Y.Chen,Species,Synonym,2997969.0,,,J. Arnold Arbor. 19: 130 (1938),,,ipni:481196-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481196-1,,wfo-0001339819,88888,,,,,,Cercidoideae
wfo-0001039812,2904231,Fabaceae,Phanera,alata,,Phanera alata,(Ducke) Vaz,Species,Synonym,2905124.0,,2671294.0,Rodriguésia 61: S34 (2010),,,ipni:60456508-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456508-2,,wfo-0001039676,88935,,,,,,Cercidoideae
wfo-0001060213,2676039,Fabaceae,Binaria,rubiginosa,,Binaria rubiginosa,(Bong.) A.Schmitz,Species,Synonym,2905138.0,,2672033.0,Bull. Jard. Bot. Natl. Belg. 43: 404 (1973),,,ipni:481907-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481907-1,,wfo-0001039689,88980,,,,,,Cercidoideae
wfo-0000205679,2671352,Fabaceae,Bauhinia,bassacensis,backeri,Bauhinia bassacensis var. backeri,(de Wit) S.S.Larsen,Variety,Synonym,2931987.0,,2931987.0,Grana 14: 122 (1974),,,ipni:990562-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:990562-1,,wfo-0000205680,88986,,,,,,Cercidoideae
wfo-0001050500,2700666,Fabaceae,Cardenasia,setacea,,Cardenasia setacea,Rusby,Species,Synonym,2490398.0,,,Mem. New York Bot. Gard. 7: 259 (1927),,,ipni:45426-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:45426-2,,wfo-0000166207,88989,,,,,,Cercidoideae
wfo-0001409921,2671856,Fabaceae,Bauhinia,microstachya,massambabensis,Bauhinia microstachya var. massambabensis,Vaz,Variety,Synonym,3003243.0,,,"Pesquisas, Bot. 44: 100 (1993)",,,ipni:303712-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303712-2,,wfo-0001385422,89041,,,,,,Cercidoideae
wfo-0001402321,2671736,Fabaceae,Bauhinia,khasiana,gigalobia,Bauhinia khasiana var. gigalobia,D.X.Zhang,Variety,Synonym,2997830.0,,,Nordic J. Bot. 13: 401 (1993),,,ipni:973951-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973951-1,,wfo-0001384475,89122,,,,,,Cercidoideae
