rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,subfamily
wfo-0000570422,2681446,Fabaceae,Brachystegia,letestui,,Brachystegia letestui,De Wild.,Species,Accepted,2681446,2681394,,"Contr. Fl. Katanga, Suppl. 2: 42 (1929)",,S. DR Congo,ipni:482227-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482227-1,wfo-4000005257,,41,,,,,Detarioideae
wfo-0000211894,2366427,Fabaceae,Macrolobium,acuminatum,,Macrolobium acuminatum,De Wild.,Species,Synonym,2641698,,,Pl. Bequaert. 3: 224 (1925),,,ipni:505637-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505637-1,,wfo-0000211884,89,,,,,Detarioideae
wfo-4000031484,2415354,Fabaceae,Pseudocynometra,,,Pseudocynometra,Kuntze,Genus,Illegitimate,2752227,,,"T.E.von Post & C.E.O.Kuntze, Lex. Gen. Phan.: 464 (1903)",", nom. superfl.",,ipni:329917-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329917-2,,wfo-4000010422,144,,,,,Detarioideae
wfo-0000206168,2331299,Fabaceae,Jonesia,monopetala,,Jonesia monopetala,Hassk.,Species,Synonym,3012923,,,Retzia 1: 199 (1855),,,ipni:501120-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501120-1,,wfo-0000203558,188,,,,,Detarioideae
wfo-0001056935,2643183,Fabaceae,Apalatoa,senegalensis,,Apalatoa senegalensis,(Planch. ex Benth.) Taub.,Species,Synonym,2745103,,2745103,Bot. Centralbl. 47: 395 (1891),,,ipni:474845-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474845-1,,wfo-0000165383,212,,,,,Detarioideae
wfo-0000206192,2368553,Fabaceae,Maniltoa,megalocephala,,Maniltoa megalocephala,Harms,Species,Synonym,3238367,,,Bot. Jahrb. Syst. 55: 52 (1917),,,ipni:505911-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505911-1,,wfo-0001443721,225,,,,,Detarioideae
wfo-0000169769,2373985,Fabaceae,Monopetalanthus,evrardii,,Monopetalanthus evrardii,Bamps,Species,Synonym,2675898,,,Bull. Jard. Bot. Natl. Belg. 50: 512 (1980),,,ipni:509076-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:509076-1,,wfo-0000193709,227,,,,,Detarioideae
wfo-4000031405,2536100,Fabaceae,Pseudoberlinia,,,Pseudoberlinia,P.A.Duvign.,Genus,Synonym,2331522,,,Bull. Séances Inst. Roy. Colon. Belge 21: 431 (1950),,,ipni:23345-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23345-1,,wfo-4000019655,228,,,,,Detarioideae
wfo-0001057666,2749032,Fabaceae,Cyanothyrsus,ogea,,Cyanothyrsus ogea,Harms,Species,Synonym,2756761,,,Bot. Jahrb. Syst. 26: 270 (1899),,,ipni:489253-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489253-1,,wfo-0000166238,230,,,,,Detarioideae
wfo-0000206112,2745097,Fabaceae,Crudia,penduliflora,,Crudia penduliflora,Ridl.,Species,Accepted,2745097,2745047,,J. Straits Branch Roy. Asiat. Soc. 61: 3 (1912),,Myanmar to W. Malesia,ipni:489142-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489142-1,wfo-4000009814,,297,,,,,Detarioideae
wfo-0000165179,2735879,Fabaceae,Copaifera,mopane,,Copaifera mopane,J.Kirk ex Benth.,Species,Synonym,2731425,,,Trans. Linn. Soc. London 25: 317 (1865),,,ipni:487028-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487028-1,,wfo-0001057638,303,,,,,Detarioideae
wfo-0000206159,3256306,Fabaceae,Cynometra,ramiflora,ramiflora,Cynometra ramiflora var. ramiflora,,Variety,Accepted,3256306,2752365,,Unknown,,Trop. Asia to W. Pacific,ipni:77222921-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77222921-1,wfo-0000192868,,376,,,,,Detarioideae
wfo-0000203528,2624991,Fabaceae,Afzelia,martabanica,,Afzelia martabanica,(Prain) J.Léonard,Species,Accepted,2624991,2624953,2531807,Reinwardtia 1: 64 (1950),,Myanmar,ipni:473069-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473069-1,wfo-4000000874,,399,,,,,Detarioideae
wfo-0001057786,2867434,Fabaceae,Isomacrolobium,vignei,,Isomacrolobium vignei,(Hoyle) Aubrév. & Pellegr.,Species,Synonym,3244103,,2366052,Bull. Soc. Bot. France 104: 498 (1958),,,ipni:501010-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501010-1,,wfo-0001443779,428,,,,,Detarioideae
wfo-0000193698,2643403,Fabaceae,Aphanocalyx,trapnellii,,Aphanocalyx trapnellii,(J.Léonard) Wieringa,Species,Accepted,2643403,2643388,2373987,Wageningen Agric. Univ. Pap. 99(4): 171 (1999),,Zambia,ipni:1011122-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1011122-1,wfo-4000002618,,443,,,,,Detarioideae
wfo-0001056338,2366109,Fabaceae,Macrolobium,laurentii,,Macrolobium laurentii,De Wild.,Species,Synonym,2681444,,,Miss. Ém. Laurent: 99 (1905),,,ipni:505721-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505721-1,,wfo-0000213807,485,,,,,Detarioideae
wfo-0001061146,2674985,Fabaceae,Berlinia,heudelotiana,congolensis,Berlinia heudelotiana var. congolensis,Baker f.,Variety,Synonym,2674969,,,Legum. Trop. Africa: 684 (1930),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2674985-4,,wfo-0000213414,503,,,,,Detarioideae
wfo-0001443713,3238263,Fabaceae,Cynometra,browneoides,,Cynometra browneoides,(Harms) Rados.,Species,Accepted,3238263,2752227,2368567,PhytoKeys 127: 11 (2019),,New Guinea,ipni:77199245-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77199245-1,wfo-4000010422,,555,,,,,Detarioideae
wfo-0000167562,2366112,Fabaceae,Macrolobium,ivorense,,Macrolobium ivorense,A.Chev.,Species,Invalid,2825251,,,Explor. Bot. Afrique Occ. Franç. 1: 228 (1920),", nom. subnud.",,ipni:505714-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505714-1,,wfo-0000167603,569,,,,,Detarioideae
wfo-0000163994,2834806,Fabaceae,Guibourtia,chodatiana,fruticosa,Guibourtia chodatiana var. fruticosa,(Hassl.) J.Léonard,Variety,Synonym,2834805,,2735823,Bull. Jard. Bot. État Bruxelles 19: 401 (1949),,,ipni:114664-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:114664-2,,wfo-0000178767,653,,,,,Detarioideae
wfo-0000203535,2745120,Fabaceae,Crudia,zeylanica,,Crudia zeylanica,(Thwaites) Benth.,Species,Accepted,2745120,2745047,2763151,Trans. Linn. Soc. London 25: 314 (1865),,"Sri Lanka, Indo-China",ipni:489168-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489168-1,wfo-4000009814,,669,,,,,Detarioideae
wfo-0001445266,3005912,Fabaceae,Cryptosepalum,maraviense,minus,Cryptosepalum maraviense var. minus,T.Durand & H.Durand,Variety,Synonym,2746530,,,Syll. Fl. Congol.: 180 (1909),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3005912-4,,wfo-0000165558,680,,,,,Detarioideae
wfo-0001058809,2373982,Fabaceae,Monopetalanthus,coriaceus,,Monopetalanthus coriaceus,J.Morel ex Aubrév.,Species,Synonym,2675896,,,Fl. Gabon 15: 318 (1968),,,ipni:509073-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:509073-1,,wfo-0000193707,706,,,,,Detarioideae
wfo-0001053354,2767085,Fabaceae,Dicymbe,pharangophila,,Dicymbe pharangophila,R.S.Cowan,Species,Accepted,2767085,2767070,,Mem. New York Bot. Gard. 10(4): 75 (1961),,S. Venezuela to Guyana,ipni:80009-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:80009-2,wfo-4000011588,,710,,,,,Detarioideae
wfo-0001053353,2767083,Fabaceae,Dicymbe,neblinensis,,Dicymbe neblinensis,R.S.Cowan,Species,Accepted,2767083,2767070,,Mem. New York Bot. Gard. 10(4): 74 (1961),,Venezuela (Amazonas),ipni:80008-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:80008-2,wfo-4000011588,,744,,,,,Detarioideae
wfo-0000168083,2826008,Fabaceae,Gilletiodendron,mildbraedii,,Gilletiodendron mildbraedii,(Harms) Vermoesen,Species,Accepted,2826008,2826004,2752340,Man. Ess. Forest. Congo: 85 (1923),,WC. Trop. Africa,ipni:496565-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496565-1,wfo-4000015652,,747,,,,,Detarioideae
wfo-0000192872,2752303,Fabaceae,Cynometra,inaequifolia,,Cynometra inaequifolia,A.Gray,Species,Accepted,2752303,2752227,,"U.S. Expl. Exped., Phan. 1: 473 (1854)",,Philippines,ipni:489426-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489426-1,wfo-4000010422,,755,,,,,Detarioideae
wfo-0001057410,2674992,Fabaceae,Berlinia,magnistipulata,,Berlinia magnistipulata,Harms,Species,Synonym,2331492,,,Notizbl. Bot. Gart. Berlin-Dahlem 8: 148 (1922),,,ipni:481859-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481859-1,,wfo-0000169198,769,,,,,Detarioideae
wfo-0000213662,2681397,Fabaceae,Brachystegia,angustistipulata,,Brachystegia angustistipulata,De Wild.,Species,Accepted,2681397,2681394,,Repert. Spec. Nov. Regni Veg. 11: 511 (1913),,Tanzania to S. DR Congo,ipni:482187-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482187-1,wfo-4000005257,,792,,,,,Detarioideae
wfo-0000206093,2745056,Fabaceae,Crudia,bantamensis,,Crudia bantamensis,(Hassk.) Benth.,Species,Accepted,2745056,2745047,2443421,Trans. Linn. Soc. London 25: 315 (1865),,W. Malesia,ipni:489100-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489100-1,wfo-4000009814,,805,,,,,Detarioideae
wfo-0000211936,2366428,Fabaceae,Macrolobium,cladanthum,,Macrolobium cladanthum,Harms,Species,Synonym,2641700,,,Notizbl. Bot. Gart. Berlin-Dahlem 8: 149 (1922),,,ipni:505662-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505662-1,,wfo-0000211926,841,,,,,Detarioideae
wfo-0000169080,2331494,Fabaceae,Julbernardia,normandii,,Julbernardia normandii,Pellegr.,Species,Invalid,2331499,,,Mém. Inst. Études Centrafr. 1: 69 (1949),", without a Latin descr.",,ipni:501143-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501143-1,,wfo-0000169069,919,,,,,Detarioideae
wfo-0001057757,2867189,Fabaceae,Isoberlinia,baumii,,Isoberlinia baumii,(Harms) P.A.Duvign.,Species,Synonym,2331496,,2674959,Bull. Séances Inst. Roy. Colon. Belge 20: 686 (1949),,,ipni:500985-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500985-1,,wfo-0000169220,960,,,,,Detarioideae
wfo-0000212344,2366111,Fabaceae,Macrolobium,leptorrhachis,,Macrolobium leptorrhachis,Harms,Species,Synonym,3244060,,,Bot. Jahrb. Syst. 33: 157 (1902),,,ipni:505724-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505724-1,,wfo-0001443774,973,,,,,Detarioideae
wfo-0000195861,2752254,Fabaceae,Cynometra,capuronii,,Cynometra capuronii,Du Puy & R.Rabev.,Species,Accepted,2752254,2752227,,Legum. Madagascar: 134 (2002),,NE. & E. Madagascar,ipni:20004564-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20004564-1,wfo-4000010422,,1017,,,,,Detarioideae
wfo-1000038792,2537974,Fabaceae,Phanera,scandens,,Phanera scandens,(Roxb.) Teijsm. & Binn.,Species,Illegitimate,3012923,,2331510,Cat. Hort. Bot. Bogor.: 268 (1866),", nom. illeg.",,ipni:513580-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513580-1,,wfo-0000203558,1101,,,,,Detarioideae
wfo-0001057436,2667874,Fabaceae,Baikiaea,robynsii,,Baikiaea robynsii,Ghesq. ex Laing,Species,Accepted,2667874,2667863,,Rev. Zool. Bot. Africaines 32: 246 (1939),,WC. Trop. Africa,ipni:480803-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:480803-1,wfo-4000003894,,1149,,,,,Detarioideae
wfo-0000167776,2880701,Fabaceae,Copaifera,langsdorffii,peruviana,Copaifera langsdorffii var. peruviana,J.F.Macbr.,Variety,Synonym,2735888,,,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13(3): 120 (1943)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2880701-4,,wfo-0000165653,1175,,,,,Detarioideae
wfo-0000166281,2756762,Fabaceae,Daniellia,oliveri,,Daniellia oliveri,(Rolfe) Hutch. & Dalziel,Species,Accepted,2756762,2756752,2531757,Fl. W. Trop. Afr. 1: 341 (1928),,W. Trop. Africa to NW. Uganda,ipni:490996-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:490996-1,wfo-4000010739,,1199,,,,,Detarioideae
wfo-0000193688,2643398,Fabaceae,Aphanocalyx,microphyllus,compactus,Aphanocalyx microphyllus subsp. compactus,(Hutch. ex Lane-Poole) Wieringa,Subspecies,Accepted,2643398,2643397,2373901,Wageningen Agric. Univ. Pap. 99(4): 148 (1999),,W. Trop. Africa,ipni:1011117-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1011117-1,wfo-0000193684,,1249,,,,,Detarioideae
wfo-0000213504,2674984,Fabaceae,Berlinia,heudelotiana,,Berlinia heudelotiana,Baill.,Species,Synonym,2674982,,,Adansonia 6: 185 (1865),,,ipni:481852-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481852-1,,wfo-0000213493,1253,,,,,Detarioideae
wfo-0001443731,3238376,Fabaceae,Cynometra,vestita,,Cynometra vestita,(A.C.Sm.) Rados.,Species,Accepted,3238376,2752227,2368607,PhytoKeys 127: 16 (2019),,"Fiji (Viti Levu, Vanua Levu)",ipni:77199267-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77199267-1,wfo-4000010422,,1270,,,,,Detarioideae
wfo-0001053358,2767093,Fabaceae,Dicymbopsis,amazonica,,Dicymbopsis amazonica,(Ducke) Ducke,Species,Synonym,2767072,,2767072,Bol. Técn. Inst. Agron. N. 19: 10 (1950),,,ipni:80014-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:80014-2,,wfo-0000170404,1272,,,,,Detarioideae
wfo-0000570433,2681466,Fabaceae,Brachystegia,pruinosa,,Brachystegia pruinosa,De Wild.,Species,Synonym,2681395,,,"Contr. Fl. Katanga, Suppl. 2: 53 (1929)",,,ipni:482247-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482247-1,,wfo-0001057422,1332,,,,,Detarioideae
wfo-0001333127,2914095,Fabaceae,Hymenostegia,elegans,,Hymenostegia elegans,Wieringa & Mackinder,Species,Accepted,2914095,2857347,,Nordic J. Bot. 30: 145 (2012),,Gabon,ipni:77119683-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77119683-1,wfo-4000018700,,1353,,,,,Detarioideae
wfo-0001058815,2441168,Fabaceae,Triplisomeris,pellegrinii,,Triplisomeris pellegrinii,Aubrév.,Species,Synonym,3244117,,,Fl. Cameroun 9: 185 (1970),,,ipni:524169-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524169-1,,wfo-0001443778,1452,,,,,Detarioideae
wfo-0000206125,2745118,Fabaceae,Crudia,wrayi,,Crudia wrayi,Prain,Species,Accepted,2745118,2745047,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 66: 222 (1897)",,"Pen. Malaysia, Borneo",ipni:489166-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489166-1,wfo-4000009814,,1473,,,,,Detarioideae
wfo-0001057428,2681491,Fabaceae,Brachystegia,utilis,,Brachystegia utilis,Hutch. & Burtt Davy,Species,Accepted,2681491,2681394,,Bull. Misc. Inform. Kew 1923: 155 (1923),,Tanzania to S. Trop. Africa,ipni:482264-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482264-1,wfo-4000005257,,1489,,,,,Detarioideae
wfo-0000168307,2834807,Fabaceae,Guibourtia,coleosperma,,Guibourtia coleosperma,(Benth.) J.Léonard,Species,Accepted,2834807,2834802,2735824,Bull. Jard. Bot. État Bruxelles 19: 403 (1949),,S. DR Congo to N. Namibia,ipni:497148-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:497148-1,wfo-4000016341,,1503,,,,,Detarioideae
wfo-0000166216,2756760,Fabaceae,Daniellia,oblonga,,Daniellia oblonga,Oliv.,Species,Accepted,2756760,2756752,,Fl. Trop. Afr. 2: 300 (1871),,WC. Trop. Africa to Chad,ipni:490987-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:490987-1,wfo-4000010739,,1508,,,,,Detarioideae
wfo-0001446088,3005907,Fabaceae,Hymenostegia,laxiflora,gilletii,Hymenostegia laxiflora var. gilletii,(De Wild.) Baker f.,Variety,Synonym,2973763,,2857358,J. Bot. 66(Suppl.): 151 (1928),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3005907-4,,wfo-0001337442,1532,,,,,Detarioideae
wfo-0001342022,3002231,Fabaceae,Gilbertiodendron,maximum,,Gilbertiodendron maximum,Burgt & Wieringa,Species,Accepted,3002231,2825237,,Kew Bull. 70(2)-29: 9 (2015),,Gabon,ipni:77146134-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77146134-1,wfo-4000015637,,1535,,,,,Detarioideae
wfo-0000199638,2331511,Fabaceae,Jonesia,triandra,,Jonesia triandra,Roxb.,Species,Synonym,3012923,,,Fl. Ind. 2: 220 (1824),,,ipni:501124-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501124-1,,wfo-0000203558,1543,,,,,Detarioideae
wfo-0001055317,2452795,Fabaceae,Vouapa,crassifolia,,Vouapa crassifolia,Baill.,Species,Synonym,2641702,,,Adansonia 6: 179 (1865),,,ipni:525616-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:525616-1,,wfo-0000211978,1554,,,,,Detarioideae
wfo-0000214098,2683866,Fabaceae,Brownea,latifolia,,Brownea latifolia,Jacq.,Species,Synonym,2683853,,,Fragm. Bot.: 25 (1800),,,ipni:482426-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482426-1,,wfo-0000184964,1576,,,,,Detarioideae
wfo-0000213895,2681456,Fabaceae,Brachystegia,mildbraedii,,Brachystegia mildbraedii,Harms,Species,Accepted,2681456,2681394,,Notizbl. Bot. Gart. Berlin-Dahlem 8: 151 (1922),,Cameroon to Gabon,ipni:482238-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482238-1,wfo-4000005257,,1626,,,,,Detarioideae
wfo-0000164531,2683846,Fabaceae,Brownea,bolivarensis,,Brownea bolivarensis,Pittier,Species,Accepted,2683846,2683839,,Contr. U.S. Natl. Herb. 20: 111 (1918),,Colombia,ipni:37397-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:37397-2,wfo-4000005512,,1644,,,,,Detarioideae
wfo-0001034069,2674980,Fabaceae,Berlinia,giorgii,gossweileri,Berlinia giorgii var. gossweileri,Baker f.,Variety,Synonym,2674979,,,Exell J. Bot. 66(Suppl.): 141 (1928),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2674980-4,,wfo-0000213462,1751,,,,,Detarioideae
wfo-0000465939,2531800,Fabaceae,Pahudia,zenkeri,,Pahudia zenkeri,(Harms) de Wit,Species,Synonym,2624993,,2625016,"Bull. Jard. Bot. Buitenzorg, sér. 3, 17: 153 (1941)",,,ipni:512059-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:512059-1,,wfo-0000211821,1763,,,,,Detarioideae
wfo-0001034090,2681476,Fabaceae,Brachystegia,spiciformis,latifoliolata,Brachystegia spiciformis var. latifoliolata,(De Wild.) Hoyle,Variety,Synonym,2681474,,2681459,Fl. Congo Belge 3: 453 (1952),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2681476-4,,wfo-0000213969,1812,,,,,Detarioideae
wfo-0000570442,2681490,Fabaceae,Brachystegia,trijuga,,Brachystegia trijuga,R.E.Fr.,Species,Synonym,2681474,,,"Wiss. Erg. Schwed. Rhodesia-Kongo-Exp. 1911-1912, 1: 65 (1914)",,,ipni:482263-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482263-1,,wfo-0000213969,1813,,,,,Detarioideae
wfo-4000005257,2681394,Fabaceae,Brachystegia,,,Brachystegia,Benth.,Genus,Accepted,2681394,,,"G.Bentham & J.D.Hooker, Gen. Pl. 1: 582 (1865)",,Trop. & S. Africa,ipni:21846-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:21846-1,wfo-4100002415,,1827,,,,,Detarioideae
wfo-0000212011,2641704,Fabaceae,Anthonotha,elongata,,Anthonotha elongata,(Hutch.) J.Léonard,Species,Synonym,3243946,,2366080,Bull. Jard. Bot. État Bruxelles 25: 202 (1955),,,ipni:474599-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474599-1,,wfo-0001443777,1844,,,,,Detarioideae
wfo-0000206132,2752264,Fabaceae,Cynometra,copelandii,,Cynometra copelandii,(Elmer) Merr.,Species,Accepted,2752264,2752227,2826464,"Philipp. J. Sci., C 10: 13 (1915)",,Philippines (Sibuyan),ipni:489389-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489389-1,wfo-4000010422,,1906,,,,,Detarioideae
wfo-0000631017,2749031,Fabaceae,Cyanothyrsus,oblongus,,Cyanothyrsus oblongus,(Oliv.) Harms,Species,Synonym,2756760,,2756760,Bot. Jahrb. Syst. 26: 270 (1899),,,ipni:489252-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489252-1,,wfo-0000166216,1923,,,,,Detarioideae
wfo-0000166303,2756765,Fabaceae,Daniellia,pynaertii,,Daniellia pynaertii,De Wild.,Species,Accepted,2756765,2756752,,"Ann. Mus. Congo Belge, Bot., sér. 5, 3: 193 (1910)",,WC. Trop. Africa,ipni:490990-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:490990-1,wfo-4000010739,,1941,,,,,Detarioideae
wfo-0001057430,2681426,Fabaceae,Brachystegia,giorgii,,Brachystegia giorgii,De Wild.,Species,Synonym,2681395,,,"Ann. Soc. Sci. Bruxelles, Sér. B 48: 74 (1928)",,,ipni:482210-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482210-1,,wfo-0001057422,2025,,,,,Detarioideae
wfo-0000213849,2681451,Fabaceae,Brachystegia,lujae,,Brachystegia lujae,De Wild. ex Hutch. & Burtt Davy,Species,Accepted,2681451,2681394,,Bull. Misc. Inform. Kew 1923: 157 (1923),,DR Congo,ipni:482233-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482233-1,wfo-4000005257,,2130,,,,,Detarioideae
wfo-0000206145,2752342,Fabaceae,Cynometra,minutiflora,,Cynometra minutiflora,F.Muell.,Species,Accepted,2752342,2752227,,Australas. J. Pharm. 1: 123 (1886),,Papua New Guinea to Bismarck Arch.,ipni:489456-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489456-1,wfo-4000010422,,2179,,,,,Detarioideae
wfo-0001053350,2767074,Fabaceae,Dicymbe,bernardii,,Dicymbe bernardii,R.S.Cowan,Species,Accepted,2767074,2767070,,Brittonia 10: 28 (1958),,SE. Venezuela to Guyana,ipni:80002-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:80002-2,wfo-4000011588,,2208,,,,,Detarioideae
wfo-0000167778,2735807,Fabaceae,Copaiba,trapezifolia,,Copaiba trapezifolia,(Hayne) Kuntze,Species,Synonym,2735900,,2735900,Revis. Gen. Pl. 1: 172 (1891),,,ipni:64892-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:64892-2,,wfo-0000165659,2213,,,,,Detarioideae
wfo-0001057764,2441167,Fabaceae,Triplisomeris,explicans,,Triplisomeris explicans,(Baill.) Aubrév. & Pellegr.,Species,Synonym,3244076,,2452799,Bull. Soc. Bot. France 104: 497 (1958),,,ipni:524168-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524168-1,,wfo-0001443769,2220,,,,,Detarioideae
wfo-4000010387,2750651,Fabaceae,Cymonetra,,,Cymonetra,Roberty,Genus,Synonym,2826004,,,"Bull. Inst. Fondam. Afrique Noire, Sér. A, Sci. Nat. 16: 349 (1954)",,,ipni:22177-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22177-1,,wfo-4000015652,2238,,,,,Detarioideae
wfo-0000213856,2681453,Fabaceae,Brachystegia,manga,,Brachystegia manga,De Wild.,Species,Accepted,2681453,2681394,,"Contr. Fl. Katanga, Suppl.: 48 (1929)",,Tanzania to S. Trop. Africa,ipni:482236-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482236-1,wfo-4000005257,,2318,,,,,Detarioideae
wfo-0000213766,2681428,Fabaceae,Brachystegia,glaucescens,,Brachystegia glaucescens,Hutch. & Burtt Davy,Species,Synonym,2603844,,,Bull. Misc. Inform. Kew 1923: 152 (1923),,,ipni:482212-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482212-1,,wfo-0001361044,2383,,,,,Detarioideae
wfo-0000211884,2641698,Fabaceae,Anthonotha,acuminata,,Anthonotha acuminata,(De Wild.) J.Léonard,Species,Accepted,2641698,2641697,2366427,"Mém. Acad. Roy. Sci. Outre-Mer, Cl. Sci. Nat. Méd., Collect. 8vo, n.s., 30(2): 218 (1957)",,WC. Trop. Africa,ipni:474594-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474594-1,wfo-4000002448,,2384,,,,,Detarioideae
wfo-0000570401,2681405,Fabaceae,Brachystegia,bournei,,Brachystegia bournei,Greenway,Species,Accepted,2681405,2681394,,Bull. Misc. Inform. Kew 1928: 200 (1928),,Zambia,ipni:482193-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482193-1,wfo-4000005257,,2423,,,,,Detarioideae
wfo-0000212552,2366470,Fabaceae,Macrolobium,stipulaceum,,Macrolobium stipulaceum,Benth.,Species,Synonym,2641725,,,Trans. Linn. Soc. London 25: 308 (1865),,,ipni:505784-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505784-1,,wfo-0000212545,2433,,,,,Detarioideae
wfo-0000522605,2624848,Fabaceae,Afrafzelia,petersiana,,Afrafzelia petersiana,(Klotzsch) Pierre,Species,Synonym,2625002,,2624999,Fl. Forest. Cochinch.: t. 388 (1899),,,ipni:473030-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473030-1,,wfo-0000211863,2447,,,,,Detarioideae
